week,producer_code,product_id,quantity.x,cost.x,price.x,quantity.y,cost.y,price.y,undelivered,unplanned,discrepancy
2021-09-12,MKV,3166,10,50,NA,10,50,55.5,0,0,0
2021-09-12,MKV,3405,30,51,NA,19,51,56.61,0,0,-0.36666666666666664
2021-09-12,MKV,3458,25,35,NA,25,35,38.85,0,0,0
2021-09-12,MLG,3138,10,36,NA,10,36,39.96,0,0,0
2021-09-12,MLG,3759,20,40,NA,20,40,44.4,0,0,0
2021-09-12,MLG,3828,20,35,NA,20,35,38.85,0,0,0
2021-09-12,MLP,3138,10,36,NA,10,36,39.96,0,0,0
2021-09-12,NTN,3755,30,31.62,NA,30,31.62,35.1,0,0,0
2021-09-12,NTN,3828,20,35,NA,20,35,38.85,0,0,0
2021-09-12,PBY,3166,10,50,NA,NA,NA,NA,1,0,NA
2021-09-12,PBY,3592,42,31.45,NA,NA,NA,NA,1,0,NA
2021-09-12,PLT,3138,10,36,NA,NA,NA,NA,1,0,NA
2021-09-12,PLT,3153,8,25.5,NA,8,25.5,28.31,0,0,0
2021-09-12,PLT,3458,25,35,NA,25,35,38.85,0,0,0
2021-09-12,RSV,3755,15,31.62,NA,15,31.62,35.1,0,0,0
2021-09-12,SGC,3153,30,25.5,NA,24,25.5,28.31,0,0,-0.2
2021-09-12,SGC,3201,20,35,NA,20,35,38.85,0,0,0
2021-09-12,SGC,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-09-12,SGC,3807,25,23,NA,8,23,25.53,0,0,-0.68
2021-09-12,SGC,3828,10,35,NA,21,35,38.85,0,0,1.1
2021-09-12,SXF,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-09-12,WKH,3200,16,30,NA,16,35,38.85,0,0,0
2021-09-12,YMF,3717,25,31.62,NA,25,31.62,35.1,0,0,0
2021-09-12,YMF,3755,15,31.62,NA,15,31.62,35.1,0,0,0
2021-09-12,YMF,3759,20,40,NA,20,40,44.4,0,0,0
2021-09-12,YMF,3807,25,23,NA,NA,NA,NA,1,0,NA
2021-09-19,AFC,3201,6,35,NA,NA,NA,NA,1,0,NA
2021-09-19,CBS,3201,20,35,NA,20,35,38.85,0,0,0
2021-09-19,CHO,3202,9,40,NA,9,40,44.4,0,0,0
2021-09-19,CHO,3364,5,36,NA,NA,NA,NA,1,0,NA
2021-09-19,CHO,3813,10,36,NA,NA,NA,NA,1,0,NA
2021-09-19,CHO,3828,20,35,NA,NA,NA,NA,1,0,NA
2021-09-19,CLP,3813,10,36,NA,10,36,39.96,0,0,0
2021-09-19,CLP,3828,10,35,NA,10,35,38.85,0,0,0
2021-09-19,CVP,3171,10,50,NA,NA,NA,NA,1,0,NA
2021-09-19,D2D,3813,10,36,NA,10,36,39.96,0,0,0
2021-09-19,DTF,3202,53,40,NA,53,40,44.4,0,0,0
2021-09-19,KHF,3202,13,40,NA,20,40,44.4,0,0,0.5384615384615384
2021-09-19,KLF,3364,10,36,NA,10,36,39.96,0,0,0
2021-09-19,KSL,3202,12,40,NA,12,40,44.4,0,0,0
2021-09-19,LXF,3132,64,31.62,NA,NA,NA,NA,1,0,NA
2021-09-19,LXF,3171,10,50,NA,10,50,55.5,0,0,0
2021-09-19,MKV,3171,10,50,NA,8,50,55.5,0,0,-0.2
2021-09-19,MKV,3405,30,51,NA,NA,NA,NA,1,0,NA
2021-09-19,MKV,3759,20,40,NA,10,40,44.4,0,0,-0.5
2021-09-19,MLG,3828,20,35,NA,20,35,38.85,0,0,0
2021-09-19,MLP,3202,12,40,NA,12,40,44.4,0,0,0
2021-09-19,NTN,3171,10,50,NA,10,50,55.5,0,0,0
2021-09-19,NTN,3807,23,23,NA,NA,NA,NA,1,0,NA
2021-09-19,NTN,3813,10,36,NA,46,36,39.96,0,0,3.6
2021-09-19,NTN,3828,20,35,NA,20,35,38.85,0,0,0
2021-09-19,PBY,3202,12,40,NA,12,40,44.4,0,0,0
2021-09-19,PBY,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-09-19,PLT,3364,10,36,NA,NA,NA,NA,1,0,NA
2021-09-19,PLT,3813,10,36,NA,10,36,39.96,0,0,0
2021-09-19,SEE,3189,52,35,NA,52,30,33.3,0,0,0
2021-09-19,SGC,3189,25,35,NA,56,35,38.85,0,0,1.24
2021-09-19,SGC,3201,20,35,NA,13,35,38.85,0,0,-0.35
2021-09-19,SGC,3759,20,40,NA,40,40,44.4,0,0,1
2021-09-19,SGC,3828,10,35,NA,15,35,38.85,0,0,0.5
2021-09-19,WKH,3132,12,31.62,NA,NA,NA,NA,1,0,NA
2021-09-19,WKH,3759,20,40,NA,20,40,44.4,0,0,0
2021-09-19,YMF,3189,25,35,NA,16,35,38.85,0,0,-0.36
2021-09-26,AFC,3201,6,35,NA,NA,NA,NA,1,0,NA
2021-09-26,CBS,3201,20,35,NA,20,35,38.85,0,0,0
2021-09-26,CBS,3404,66,28,NA,NA,NA,NA,1,0,NA
2021-09-26,CVP,3166,10,50,NA,0,50,55.5,0,0,-1
2021-09-26,DTF,3807,50,23,NA,NA,NA,NA,1,0,NA
2021-09-26,HAF,3266,10,28.8,NA,34,28.8,31.97,0,0,2.4
2021-09-26,KSL,3592,20,31.45,NA,18,31.45,34.91,0,0,-0.1
2021-09-26,LXF,3166,10,50,NA,10,50,55.5,0,0,0
2021-09-26,MKV,3166,10,50,NA,0,50,55.5,0,0,-1
2021-09-26,MLP,3592,20,31.45,NA,16,31.45,34.91,0,0,-0.2
2021-09-26,NTN,3592,30,31.45,NA,30,31.45,34.91,0,0,0
2021-09-26,PBY,3166,10,50,NA,NA,NA,NA,1,0,NA
2021-09-26,PBY,3592,72,31.45,NA,0,31.45,34.91,0,0,-1
2021-09-26,SGC,3201,20,35,NA,10,35,38.85,0,0,-0.5
2021-09-26,SGC,3592,10,31.45,NA,0,31.45,34.91,0,0,-1
2021-09-26,SGC,3807,25,23,NA,5,23,25.53,0,0,-0.8
2021-09-26,WKH,3592,10,31.45,NA,NA,NA,NA,1,0,NA
2021-09-26,YMF,3592,30,31.45,NA,15,31.45,34.91,0,0,-0.5
2021-09-26,YMF,3807,25,23,NA,0,23,25.53,0,0,-1
2021-10-03,CBS,3188,25,24.65,NA,25,24.65,27.36,0,0,0
2021-10-03,CLP,3613,16,26.31,NA,16,26.31,29.2,0,0,0
2021-10-03,CVP,3171,10,50,NA,NA,NA,NA,1,0,NA
2021-10-03,CVP,3755,30,31.62,NA,35,31.62,35.1,0,0,0.16666666666666666
2021-10-03,D2D,3079,10,42.16,NA,NA,NA,NA,1,0,NA
2021-10-03,D2D,3755,30,31.62,NA,NA,NA,NA,1,0,NA
2021-10-03,HAF,3755,12,31.62,NA,NA,NA,NA,1,0,NA
2021-10-03,LXF,3079,40,42.16,NA,40,42.16,46.8,0,0,0
2021-10-03,LXF,3132,84,31.62,NA,NA,NA,NA,1,0,NA
2021-10-03,LXF,3171,10,50,NA,10,50,55.5,0,0,0
2021-10-03,LXF,3613,18,26.31,NA,18,26.31,29.2,0,0,0
2021-10-03,LXF,3759,20,40,NA,20,40,44.4,0,0,0
2021-10-03,MHG,3613,16,26.31,NA,NA,NA,NA,1,0,NA
2021-10-03,MKV,3171,10,50,NA,NA,NA,NA,1,0,NA
2021-10-03,MLG,3759,20,40,NA,20,40,44.4,0,0,0
2021-10-03,NTN,3079,10,42.16,NA,10,42.16,46.8,0,0,0
2021-10-03,NTN,3171,10,50,NA,10,50,55.5,0,0,0
2021-10-03,NTN,3755,30,31.62,NA,46,31.62,35.1,0,0,0.5333333333333333
2021-10-03,NTN,3807,23,23,NA,NA,NA,NA,1,0,NA
2021-10-03,PBY,3592,42,31.45,NA,NA,NA,NA,1,0,NA
2021-10-03,PBY,3613,16,26.31,NA,16,26.31,29.2,0,0,0
2021-10-03,RSV,3755,15,31.62,NA,15,31.62,35.1,0,0,0
2021-10-03,SEE,3188,68,24.65,NA,68,18,19.98,0,0,0
2021-10-03,SGC,3188,25,24.65,NA,75,24.65,27.36,0,0,2
2021-10-03,SGC,3189,25,35,NA,75,35,38.85,0,0,2
2021-10-03,SGC,3759,20,40,NA,20,40,44.4,0,0,0
2021-10-03,SXF,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-10-03,WKH,3132,72,31.62,NA,NA,NA,NA,1,0,NA
2021-10-03,YMF,3079,30,42.16,NA,29,42.16,46.8,0,0,-0.03333333333333333
2021-10-03,YMF,3132,12,31.62,NA,27,31.62,35.1,0,0,1.25
2021-10-03,YMF,3189,25,35,NA,10,35,38.85,0,0,-0.6
2021-10-03,YMF,3755,15,31.62,NA,15,31.62,35.1,0,0,0
2021-10-03,YMF,3759,20,40,NA,20,40,44.4,0,0,0
2021-10-10,CBS,3188,25,24.65,NA,38,24.65,27.36,0,0,0.52
2021-10-10,CVP,3166,10,50,NA,10,50,55.5,0,0,0
2021-10-10,CVP,3755,30,31.62,NA,30,31.62,35.1,0,0,0
2021-10-10,D2D,3755,30,31.62,NA,NA,NA,NA,1,0,NA
2021-10-10,HAF,3755,12,31.62,NA,NA,NA,NA,1,0,NA
2021-10-10,KSL,3592,20,31.45,NA,NA,NA,NA,1,0,NA
2021-10-10,LXF,3132,100,31.62,NA,60,31.62,35.1,0,0,-0.4
2021-10-10,LXF,3166,10,50,NA,10,50,55.5,0,0,0
2021-10-10,LXF,3613,18,26.31,NA,18,26.31,29.2,0,0,0
2021-10-10,MHG,3178,25,30,NA,NA,NA,NA,1,0,NA
2021-10-10,MHG,3613,16,26.31,NA,NA,NA,NA,1,0,NA
2021-10-10,MKV,3166,10,50,NA,NA,NA,NA,1,0,NA
2021-10-10,MLP,3592,20,31.45,NA,NA,NA,NA,1,0,NA
2021-10-10,NTN,3592,30,31.45,NA,NA,NA,NA,1,0,NA
2021-10-10,NTN,3755,30,31.62,NA,30,31.62,35.1,0,0,0
2021-10-10,PBY,3166,10,50,NA,NA,NA,NA,1,0,NA
2021-10-10,PBY,3592,30,31.45,NA,NA,NA,NA,1,0,NA
2021-10-10,PBY,3613,16,26.31,NA,16,26.31,29.2,0,0,0
2021-10-10,RSV,3755,15,31.62,NA,30,31.62,35.1,0,0,1
2021-10-10,SGC,3188,25,24.65,NA,57,24.65,27.36,0,0,1.28
2021-10-10,SGC,3592,10,31.45,NA,NA,NA,NA,1,0,NA
2021-10-10,WKH,3132,60,31.62,NA,NA,NA,NA,1,0,NA
2021-10-10,WKH,3592,10,31.45,NA,NA,NA,NA,1,0,NA
2021-10-10,YMF,3099,75,36,NA,NA,NA,NA,1,0,NA
2021-10-10,YMF,3132,12,31.62,NA,12,31.62,35.1,0,0,0
2021-10-10,YMF,3178,25,30,NA,15,30,33.3,0,0,-0.4
2021-10-10,YMF,3592,30,31.45,NA,NA,NA,NA,1,0,NA
2021-10-10,YMF,3755,15,31.62,NA,15,31.62,35.1,0,0,0
2021-10-10,YMF,3775,18,30,NA,NA,NA,NA,1,0,NA
2021-10-17,CBS,3188,25,24.65,NA,NA,NA,NA,1,0,NA
2021-10-17,CLP,3613,16,26.31,NA,16,26.31,29.2,0,0,0
2021-10-17,CVP,3171,10,50,NA,NA,NA,NA,1,0,NA
2021-10-17,CVP,3755,30,31.62,NA,55,31.62,35.1,0,0,0.8333333333333334
2021-10-17,D2D,3755,30,31.62,NA,NA,NA,NA,1,0,NA
2021-10-17,HAF,3755,12,31.62,NA,NA,NA,NA,1,0,NA
2021-10-17,LKW,3759,5,40,NA,NA,NA,NA,1,0,NA
2021-10-17,LXF,3132,60,31.62,NA,60,31.62,35.1,0,0,0
2021-10-17,LXF,3171,10,50,NA,NA,NA,NA,1,0,NA
2021-10-17,LXF,3613,18,26.31,NA,NA,NA,NA,1,0,NA
2021-10-17,MHG,3178,25,30,NA,NA,NA,NA,1,0,NA
2021-10-17,MHG,3613,16,26.31,NA,NA,NA,NA,1,0,NA
2021-10-17,MKV,3171,10,50,NA,NA,NA,NA,1,0,NA
2021-10-17,MKV,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-10-17,NTN,3171,10,50,NA,NA,NA,NA,1,0,NA
2021-10-17,NTN,3755,30,31.62,NA,30,31.62,35.1,0,0,0
2021-10-17,NTN,3759,10,40,NA,5,40,44.4,0,0,-0.5
2021-10-17,NTN,3807,23,23,NA,NA,NA,NA,1,0,NA
2021-10-17,PBY,3592,42,31.45,NA,NA,NA,NA,1,0,NA
2021-10-17,PBY,3613,16,26.31,NA,16,26.31,29.2,0,0,0
2021-10-17,PBY,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-10-17,RSV,3755,15,31.62,NA,15,31.62,35.1,0,0,0
2021-10-17,SEE,3189,52,35,NA,24,30,33.3,0,0,-0.5384615384615384
2021-10-17,SGC,3188,25,24.65,NA,67,24.65,27.36,0,0,1.68
2021-10-17,SGC,3189,25,35,NA,10,35,38.85,0,0,-0.6
2021-10-17,SGC,3754,10,34,NA,40,34,37.74,0,0,3
2021-10-17,SGC,3759,20,40,NA,8,40,44.4,0,0,-0.6
2021-10-17,WKH,3132,60,31.62,NA,NA,NA,NA,1,0,NA
2021-10-17,WKH,3759,20,40,NA,13,40,44.4,0,0,-0.35
2021-10-17,YMF,3132,12,31.62,NA,NA,NA,NA,1,0,NA
2021-10-17,YMF,3178,25,30,NA,26,30,33.3,0,0,0.04
2021-10-17,YMF,3189,25,35,NA,22,35,38.85,0,0,-0.12
2021-10-17,YMF,3266,38,28.8,NA,NA,NA,NA,1,0,NA
2021-10-17,YMF,3755,15,31.62,NA,15,31.62,35.1,0,0,0
2021-10-17,YMF,3813,38,36,NA,38,36,39.96,0,0,0
2021-10-17,NA,3759,8,40,NA,NA,NA,NA,1,0,NA
2021-10-24,CBS,3188,25,24.65,NA,NA,NA,NA,1,0,NA
2021-10-24,CLP,3613,16,26.31,NA,16,26.31,29.2,0,0,0
2021-10-24,CVP,3755,30,31.62,NA,NA,NA,NA,1,0,NA
2021-10-24,D2D,3755,30,31.62,NA,NA,NA,NA,1,0,NA
2021-10-24,HAF,3755,12,31.62,NA,NA,NA,NA,1,0,NA
2021-10-24,LXF,3132,84,31.62,NA,NA,NA,NA,1,0,NA
2021-10-24,LXF,3613,18,26.31,NA,NA,NA,NA,1,0,NA
2021-10-24,MHG,3178,25,30,NA,NA,NA,NA,1,0,NA
2021-10-24,MHG,3613,16,26.31,NA,NA,NA,NA,1,0,NA
2021-10-24,NTN,3755,30,31.62,NA,30,31.62,35.1,0,0,0
2021-10-24,PBY,3613,16,26.31,NA,NA,NA,NA,1,0,NA
2021-10-24,RSV,3755,15,31.62,NA,15,31.62,35.1,0,0,0
2021-10-24,SGC,3188,25,24.65,NA,NA,NA,NA,1,0,NA
2021-10-24,WKH,3132,72,31.62,NA,NA,NA,NA,1,0,NA
2021-10-24,YMF,3132,12,31.62,NA,NA,NA,NA,1,0,NA
2021-10-24,YMF,3178,25,30,NA,29,30,33.3,0,0,0.16
2021-10-24,YMF,3755,15,31.62,NA,13,31.62,35.1,0,0,-0.13333333333333333
2021-10-31,AFC,3754,5,34,NA,NA,NA,NA,1,0,NA
2021-10-31,D2D,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-10-31,LXF,3759,20,40,NA,20,40,44.4,0,0,0
2021-10-31,MHG,3178,25,30,NA,NA,NA,NA,1,0,NA
2021-10-31,MLG,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-10-31,NTN,3754,15,34,NA,15,34,37.74,0,0,0
2021-10-31,SEE,3188,68,24.65,NA,NA,NA,NA,1,0,NA
2021-10-31,SGC,3189,25,35,NA,NA,NA,NA,1,0,NA
2021-10-31,SGC,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-10-31,SGC,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-10-31,SXF,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-10-31,YMF,3178,25,30,NA,NA,NA,NA,1,0,NA
2021-10-31,YMF,3189,25,35,NA,NA,NA,NA,1,0,NA
2021-10-31,YMF,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-11-07,AFC,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-11-07,CBS,3188,25,24.65,NA,NA,NA,NA,1,0,NA
2021-11-07,D2D,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-11-07,LXF,3132,40,31.62,NA,NA,NA,NA,1,0,NA
2021-11-07,MKV,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-11-07,NTN,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-11-07,PBY,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-11-07,SEE,3806,75,36,NA,NA,NA,NA,1,0,NA
2021-11-07,SGC,3188,25,24.65,NA,NA,NA,NA,1,0,NA
2021-11-07,SGC,3754,5,34,NA,NA,NA,NA,1,0,NA
2021-11-07,SGC,3759,35,40,NA,NA,NA,NA,1,0,NA
2021-11-07,WKH,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-11-14,AFC,3754,5,34,NA,NA,NA,NA,1,0,NA
2021-11-14,D2D,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-11-14,LXF,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-11-14,MLG,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-11-14,NTN,3754,15,34,NA,30,34,37.74,0,0,1
2021-11-14,SEE,NA,75,44.4,NA,NA,NA,NA,1,0,NA
2021-11-14,SGC,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-11-14,SGC,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-11-14,SXF,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-11-14,YMF,3759,20,40,NA,NA,NA,NA,1,0,NA
2021-11-21,AFC,3754,5,34,NA,NA,NA,NA,1,0,NA
2021-11-21,D2D,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-11-21,LXF,3132,24,31.62,NA,NA,NA,NA,1,0,NA
2021-11-21,NTN,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-11-21,SEE,3188,68,24.65,NA,NA,NA,NA,1,0,NA
2021-11-21,SGC,3754,15,34,NA,NA,NA,NA,1,0,NA
2021-11-21,WKH,3132,12,31.62,NA,NA,NA,NA,1,0,NA
2021-11-28,SEE,NA,75,44.4,NA,NA,NA,NA,1,0,NA
2022-06-05,CBS,3278,20,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-05,CHO,3278,20,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-05,CMA,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-05,CMU,3266,12,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-05,CVP,3266,12,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-05,JWI,3278,10,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-05,KHF,3806,15,42.75,47.45,NA,NA,NA,1,0,NA
2022-06-05,ONC,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-05,TEB,3266,12,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-05,YMF,3266,10,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-05,YMF,3806,10,42.75,47.45,NA,NA,NA,1,0,NA
2022-06-12,CBS,3278,15,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-12,CHO,3278,20,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-12,CMA,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-12,CMU,3266,12,33.75,37.46,12,37.25,41.35,0,0,0
2022-06-12,CVP,3266,12,33.75,37.46,12,37.25,41.35,0,0,0
2022-06-12,JWI,3278,15,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-12,KHF,3806,15,42.75,47.45,15,42.75,47.45,0,0,0
2022-06-12,ONC,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-12,TEB,3266,12,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-12,YMF,3266,10,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-12,YMF,3806,10,42.75,47.45,NA,NA,NA,1,0,NA
2022-06-19,CBO,3278,5,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-19,CBS,3278,15,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-19,CHO,3278,20,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-19,CMA,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-19,CMA,3278,5,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-19,CMU,3266,12,33.75,37.46,12,37.25,41.35,0,0,0
2022-06-19,CVP,3266,12,33.75,37.46,12,37.25,41.35,0,0,0
2022-06-19,JWI,3278,5,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-19,KHF,3806,15,42.75,47.45,15,42.75,47.45,0,0,0
2022-06-19,ONC,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-19,TEB,3266,12,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-19,YMF,3266,10,33.75,37.46,10,37.25,41.35,0,0,0
2022-06-19,YMF,3806,10,42.75,47.45,10,42.75,47.45,0,0,0
2022-06-26,CBS,3278,10,43.5,48.29,5,43.5,48.29,0,0,-0.5
2022-06-26,CHO,3278,20,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-26,CMA,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-26,CMU,3266,12,33.75,37.46,12,33.75,37.46,0,0,0
2022-06-26,CVP,3266,12,33.75,37.46,24,33.75,37.46,0,0,1
2022-06-26,D2D,3278,10,43.5,48.29,15,43.5,48.29,0,0,0.5
2022-06-26,JWI,3278,10,43.5,48.29,NA,NA,NA,1,0,NA
2022-06-26,KHF,3806,15,42.75,47.45,NA,NA,NA,1,0,NA
2022-06-26,ONC,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-26,TEB,3266,12,33.75,37.46,12,33.75,37.46,0,0,0
2022-06-26,YMF,3266,10,33.75,37.46,NA,NA,NA,1,0,NA
2022-06-26,YMF,3806,10,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-03,AFC,3138,8,42.75,47.45,8,42.75,47.45,0,0,0
2022-07-03,CBS,3278,10,43.5,48.29,NA,NA,NA,1,0,NA
2022-07-03,CHO,3182,22,24,26.64,NA,NA,NA,1,0,NA
2022-07-03,CHO,3278,20,43.5,48.29,20,43.5,48.29,0,0,0
2022-07-03,CLP,3182,18,24,26.64,NA,NA,NA,1,0,NA
2022-07-03,CMA,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-07-03,CMU,3266,12,33.75,37.46,10,33.75,37.46,0,0,-0.16666666666666666
2022-07-03,CVP,3266,12,33.75,37.46,12,33.75,37.46,0,0,0
2022-07-03,D2D,3182,18,24,26.64,NA,NA,NA,1,0,NA
2022-07-03,D2D,3278,10,43.5,48.29,10,43.5,48.29,0,0,0
2022-07-03,JWI,3278,10,43.5,48.29,NA,NA,NA,1,0,NA
2022-07-03,KHF,3806,15,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-03,MFP,3573,10,46.25,51.34,NA,NA,NA,1,0,NA
2022-07-03,ONC,3266,5,33.75,37.46,NA,NA,NA,1,0,NA
2022-07-03,PBY,3573,10,46.25,51.34,NA,NA,NA,1,0,NA
2022-07-03,TEB,3266,12,33.75,37.46,NA,NA,NA,1,0,NA
2022-07-03,TEB,3573,10,46.25,51.34,NA,NA,NA,1,0,NA
2022-07-03,YMF,3266,10,33.75,37.46,29,33.75,37.46,0,0,1.9
2022-07-03,YMF,3806,10,42.75,47.45,16,42.75,47.45,0,0,0.6
2022-07-10,AFC,3138,8,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-10,CHO,3182,22,24,26.64,NA,NA,NA,1,0,NA
2022-07-10,CHO,3278,20,43.5,48.29,15,43.5,48.29,0,0,-0.25
2022-07-10,CHO,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-10,CLP,3182,18,24,26.64,NA,NA,NA,1,0,NA
2022-07-10,CMA,3754,5,40.75,45.23,NA,NA,NA,1,0,NA
2022-07-10,D2D,3182,18,24,26.64,NA,NA,NA,1,0,NA
2022-07-10,D2D,3278,10,43.5,48.29,5,43.5,48.29,0,0,-0.5
2022-07-10,HAF,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-10,JWI,3278,10,43.5,48.29,NA,NA,NA,1,0,NA
2022-07-10,KHF,3806,15,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-10,KSL,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-10,LDX,3754,5,40.75,45.23,NA,NA,NA,1,0,NA
2022-07-10,MHG,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-10,ONC,3754,5,40.75,45.23,NA,NA,NA,1,0,NA
2022-07-10,SXF,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-10,YMF,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-10,YMF,3754,5,40.75,45.23,NA,NA,NA,1,0,NA
2022-07-10,YMF,3806,10,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-17,AFC,3138,8,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-17,CHO,3182,22,24,26.64,NA,NA,NA,1,0,NA
2022-07-17,CHO,3278,20,43.5,48.29,20,43.5,48.29,0,0,0
2022-07-17,CLP,3182,18,24,26.64,NA,NA,NA,1,0,NA
2022-07-17,CLP,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-17,CMA,3754,5,40.75,45.23,NA,NA,NA,1,0,NA
2022-07-17,CMA,3813,5,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-17,D2D,3182,18,24,26.64,NA,NA,NA,1,0,NA
2022-07-17,D2D,3278,10,43.5,48.29,10,43.5,48.29,0,0,0
2022-07-17,D2D,3813,5,42.75,47.45,5,42.75,47.45,0,0,0
2022-07-17,HOP,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-17,JWI,3278,10,43.5,48.29,NA,NA,NA,1,0,NA
2022-07-17,JWI,3809,7,71,78.81,NA,NA,NA,1,0,NA
2022-07-17,JWI,3813,5,42.75,47.45,5,42.75,47.45,0,0,0
2022-07-17,LDX,3754,5,40.75,45.23,NA,NA,NA,1,0,NA
2022-07-17,LOF,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-17,MHA,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-17,MLG,3809,5,71,78.81,NA,NA,NA,1,0,NA
2022-07-17,NTN,3809,15,71,78.81,NA,NA,NA,1,0,NA
2022-07-17,NTN,3813,10,42.75,47.45,10,42.75,47.45,0,0,0
2022-07-17,ONC,3754,5,40.75,45.23,NA,NA,NA,1,0,NA
2022-07-17,PBY,3809,10,71,78.81,4,71,78.81,0,0,-0.6
2022-07-17,RSV,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-17,RSV,3809,6,71,78.81,NA,NA,NA,1,0,NA
2022-07-17,TXI,3362,11,24,26.64,NA,NA,NA,1,0,NA
2022-07-17,YMF,3754,5,40.75,45.23,NA,NA,NA,1,0,NA
2022-07-24,AFC,3138,8,42.75,47.45,8,42.75,47.45,0,0,0
2022-07-24,BXF,3138,10,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-24,BXF,3669,15,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-24,BXF,3826,10,35.25,39.13,NA,NA,NA,1,0,NA
2022-07-24,CBO,3138,5,42.75,47.45,NA,NA,NA,1,0,NA
2022-07-24,CBO,3278,10,43.5,48.29,NA,NA,NA,1,0,NA
2022-07-24,CBO,3669,5,42.75,47.45,10,42.75,47.45,0,0,1
2022-07-24,CBO,3813,5,42.75,47.45,5,42.75,47.45,0,0,0
2022-07-24,CHO,3182,22,24,26.64,NA,NA,NA,1,0,NA
2022-07-24,CHO,3278,20,43.5,48.29,40,43.5,48.29,0,0,1
